transaction_id,amount,country,hour,device_type,failed_attempts,is_foreign,high_risk_merchant,is_fraud
11806,41462,CL,7,iOS,0,0,0,0
11807,63704,CL,14,Windows,1,0,0,0
11808,51132,CO,13,Android,1,0,1,0
11809,54847,CL,20,iOS,0,0,0,0
11810,10966,BR,7,iOS,0,0,0,0
11811,9244,CL,12,Web,1,0,0,0
11812,413746,CL,15,Web,1,0,0,0
11813,4527,CL,22,Web,0,0,0,0
11814,25653,AR,17,Android,1,0,0,0
11815,17264,FR,16,iOS,1,0,0,0
11816,195444,CL,16,iOS,1,0,0,0
11817,31353,CL,11,Android,0,0,0,0
11818,129980,CL,11,iOS,0,0,0,0
11819,14374,CL,18,Android,0,0,1,0
11820,13245,BR,20,Web,1,0,0,0
11821,30854,PE,21,Windows,1,0,0,0
11822,39145,AR,17,Android,1,0,0,0
11823,15400,AR,14,Web,0,0,0,0
11824,218602,PE,8,Android,1,0,0,0
11825,63047,PE,12,Web,1,0,0,0
11826,4330,FR,16,Android,0,0,0,0
11827,72992,PE,17,Web,1,0,0,0
11828,276045,MX,9,Web,0,0,0,0
11829,11246,CL,7,iOS,1,0,0,0
11830,316284,CL,14,iOS,0,0,0,0
11831,12439,AR,11,Windows,1,0,0,0
11832,6122,PE,10,Android,1,0,0,0
11833,26700,MX,12,Windows,1,0,0,0
11834,15174,CL,8,iOS,0,0,0,0
11835,89648,CO,8,iOS,0,0,0,0
11836,3683,CL,7,Android,1,1,1,0
11837,3280,CL,9,Web,1,0,0,0
11838,92277,CL,11,Web,0,0,0,0
11839,35651,CL,13,iOS,0,0,0,0
11840,76380,FR,22,Web,1,0,0,0
11841,28977,CL,14,iOS,1,1,0,0
11842,52559,CL,18,Web,1,0,0,0
11843,15041,CL,14,Android,0,0,0,0
11844,30051,CL,11,iOS,1,0,0,0
11845,45195,AR,19,iOS,0,0,0,0
11846,9628,BR,19,iOS,1,0,0,0
11847,11262,CL,13,Web,0,0,0,0
11848,227561,AR,13,Web,0,0,0,0
11849,2516,CL,22,Android,1,0,0,0
11850,52926,CL,19,Web,0,0,0,0
11851,11310,CL,11,iOS,0,1,1,0
11852,279883,FR,11,iOS,0,0,0,0
11853,16170,CL,13,Web,0,0,0,0
11854,46119,BR,7,Web,0,0,0,0
11855,13105,BR,21,iOS,0,0,0,0
11856,7243,CL,12,iOS,1,0,0,0
11857,2606,BR,15,iOS,1,0,0,0
11858,20271,ES,14,Android,1,0,0,0
11859,80804,ES,21,Android,1,0,0,0
11860,1753,CL,19,Android,0,0,0,0
11861,136573,AR,7,Android,0,0,0,0
11862,43913,AR,19,Android,1,0,0,0
11863,11970,CO,20,iOS,1,0,1,0
11864,306068,RO,1,Web,3,1,0,1
11865,53505,AR,17,iOS,0,0,0,0
11866,108711,CL,13,Android,0,0,1,0
11867,12040,CL,8,Android,0,0,1,0
11868,43262,CL,14,iOS,1,0,0,0
11869,27761,ES,20,Android,1,1,0,0
11870,42312,PE,9,Web,0,0,0,0
11871,16352,CL,13,Android,1,0,0,0
11872,30086,CL,16,Web,1,0,0,0
11873,152513,PE,21,iOS,0,0,0,0
11874,8012,AR,21,iOS,1,0,0,0
11875,35548,CO,10,Android,1,0,0,0
11876,58679,MX,7,iOS,1,0,0,0
11877,37247,CL,9,iOS,0,0,0,0
11878,29421,AR,8,Android,1,0,0,0
11879,159562,CL,10,Android,0,0,0,0
11880,81184,CL,22,iOS,0,1,0,0
11881,314214,AR,13,Windows,1,0,0,0
11882,59932,PE,19,iOS,1,0,1,0
11883,61124,CL,7,Android,0,0,0,0
11884,5953,CL,19,iOS,0,0,0,0
11885,61755,CL,19,Android,0,0,0,0
11886,282379,CL,10,Android,1,0,0,0
11887,38362,AR,12,Android,1,0,0,0
11888,8371,CL,16,Web,1,0,0,0
11889,54172,CL,11,Web,1,0,0,0
11890,85084,CO,8,iOS,1,0,0,0
11891,11376,CL,8,iOS,0,0,0,0
11892,48261,PE,9,Android,0,0,0,0
11893,118858,CL,17,Web,0,0,0,0
11894,5998,CL,22,iOS,0,1,0,0
11895,62671,CL,20,Android,0,0,0,0
11896,206782,MX,17,iOS,0,0,0,0
11897,34030,AR,11,Web,0,0,0,0
11898,27980,DE,7,Android,0,0,0,0
11899,14528,AR,18,Web,0,0,0,0
11900,52706,BR,16,Web,0,0,1,0
11901,50000,VN,3,Unknown,5,1,1,1
11902,33618,PE,18,iOS,1,0,0,0
11903,13640,BR,13,Android,1,0,0,0
11904,82049,PE,18,Android,1,0,0,0
11905,51386,DE,14,iOS,0,0,0,0
11906,17532,MX,18,Android,1,0,0,0
11907,99285,CL,21,iOS,1,0,0,0
11908,16985,AR,14,Web,1,0,0,0
11909,30696,CL,20,Web,1,0,0,0
11910,17451,MX,9,iOS,1,0,1,0
11911,24160,MX,22,Android,0,0,1,0
11912,364583,CL,14,Web,0,0,0,0
11913,116173,CL,17,iOS,1,0,0,0
11914,500,CL,9,iOS,0,0,0,0
11915,29743,CL,9,Android,0,0,0,0
11916,29986,BR,10,iOS,0,0,0,0
11917,27724,CL,18,Web,0,0,0,0
11918,8867,CL,19,Android,0,1,0,0
11919,53756,PE,19,Web,1,0,0,0
11920,11692,PE,22,Android,0,0,1,0
11921,3273,US,21,Android,1,0,0,0
11922,29464,BR,14,iOS,1,0,0,0
11923,92727,CL,15,Web,0,0,0,0
11924,207114,ES,8,Web,1,0,0,0
11925,109686,CO,8,Windows,0,0,0,0
11926,66040,CL,8,iOS,1,0,0,0
11927,49053,AR,19,iOS,0,0,0,0
11928,2251714,RO,22,Android,8,1,0,1
11929,4520,AR,11,iOS,0,0,0,0
11930,210967,CL,21,iOS,1,0,0,0
11931,25103,CL,16,Android,0,1,0,0
11932,48672,PE,19,Android,1,0,0,0
11933,32281,PE,15,iOS,0,0,0,0
11934,82459,CL,12,iOS,1,0,0,0
11935,7508,AR,17,Web,1,0,0,0
11936,4605,BR,9,Web,0,0,0,0
11937,14983,BR,12,iOS,1,0,0,0
11938,48986,CL,18,iOS,0,0,0,0
11939,39732,CL,13,Android,1,0,0,0
11940,14374,CL,9,iOS,1,0,0,0
11941,106606,CL,7,Android,0,0,0,0
11942,10194,AR,16,Web,1,0,0,0
11943,61438,AR,11,Android,1,0,1,0
11944,110492,PE,12,Android,0,0,0,0
11945,14262,CL,15,iOS,1,0,1,0
11946,73876,CO,10,Android,1,1,0,0
11947,23961,FR,10,Web,1,0,0,0
11948,48261,CL,20,Web,1,0,0,0
11949,26767,CL,15,Android,1,0,0,0
11950,33554,CL,9,Android,0,0,0,0
11951,42591,CL,21,iOS,1,0,0,0
11952,218513,CL,22,Web,1,0,0,0
11953,26190,CL,19,Web,0,0,0,0
11954,16473,AR,21,Web,0,0,0,0
11955,19313,CL,8,iOS,0,0,0,0
11956,57840,CL,11,Android,1,0,0,0
11957,31153,CL,13,iOS,1,0,0,0
11958,24944,CO,9,Web,1,1,0,0
11959,50000,BG,3,Android,5,1,1,1
11960,4723,CO,13,Web,0,0,0,0
11961,8800,FR,20,Android,0,0,0,0
11962,99770,ES,11,iOS,0,0,0,0
11963,14341,CL,18,iOS,1,0,0,0
11964,1356,PE,21,iOS,0,1,0,0
11965,15935,AR,15,Web,0,1,0,0
11966,7752,CL,7,iOS,1,0,0,0
11967,315271,PE,13,Android,0,0,0,0
11968,45445,AR,13,Android,1,0,0,0
11969,27726,CL,14,Web,1,0,0,0
11970,10603,CL,19,Web,1,1,0,0
11971,25951,MX,15,iOS,0,0,0,0
11972,20451,CO,21,Android,0,0,0,0
11973,48438,ES,7,Android,1,0,0,0
11974,155037,PE,8,iOS,1,0,0,0
11975,12746,CL,19,Web,0,0,0,0
11976,34724,BR,20,Android,1,0,0,0
11977,147566,CL,18,Windows,0,0,0,0
11978,144798,PE,11,iOS,0,0,0,0
11979,45657,CO,10,Android,1,0,0,0
11980,519075,CL,10,Android,0,1,0,0
11981,23226,CL,12,Web,1,0,0,0
11982,315679,CL,7,Android,0,0,0,0
11983,11351,MX,15,Android,1,0,0,0
11984,9531,CL,15,Android,0,0,0,0
11985,49235,CL,14,iOS,0,0,0,0
11986,36792,CL,15,Android,0,0,0,0
11987,103969,CL,7,Web,0,0,0,0
11988,8373,CL,17,iOS,1,0,0,0
11989,54905,US,15,Web,1,0,0,0
11990,23342,DE,22,Android,1,0,0,0
11991,151656,FR,21,Web,1,0,0,0
11992,14135,CL,13,iOS,0,0,0,0
11993,141432,MX,9,Android,0,0,0,0
11994,86543,AR,20,iOS,1,0,0,0
11995,435599,ES,16,Windows,0,0,0,0
11996,134873,PE,20,iOS,0,0,1,0
11997,237151,RU,2,Unknown,3,1,0,1
11998,8991,US,11,Web,0,0,0,0
11999,31478,PE,9,Web,0,1,0,0
12000,24275,PE,16,iOS,1,0,0,0
12001,161185,CL,12,iOS,1,0,0,0
12002,70610,CL,22,Web,0,0,0,0
12003,50688,AR,22,Web,1,0,0,0
12004,20711,CL,15,Android,0,0,0,0
12005,28232,CL,8,Android,0,0,0,0
12006,32220,CO,21,Android,0,0,1,0
12007,49560,PE,21,Web,0,0,0,0
12008,38566,CO,14,Android,1,0,0,0
12009,13650,CL,10,iOS,0,0,0,0
12010,10830,CL,8,Android,0,0,0,0
12011,87775,ES,9,Android,0,0,0,0
12012,31946,CL,14,Android,1,0,0,0
12013,2984,CL,8,iOS,0,0,0,0
12014,3593,CL,8,Android,1,0,0,0
12015,42387,BR,20,iOS,0,1,0,0
12016,14390,CL,20,Web,1,0,0,0
12017,64068,DE,12,Web,0,1,0,0
12018,83362,PE,9,Web,0,0,0,0
12019,31585,CL,10,Android,1,0,0,0
12020,145818,CL,21,Android,0,0,0,0
12021,53760,AR,10,iOS,0,0,0,0
12022,23672,BR,10,Web,0,0,0,0
12023,56003,ES,21,Web,1,0,0,0
12024,66686,BR,11,Android,1,0,0,0
12025,840629,NG,1,Windows,8,1,1,1
12026,47662,CL,20,Web,1,0,0,0
12027,5490,CL,13,Android,1,0,0,0
12028,254872,AR,15,Windows,1,0,0,0
12029,64597,CL,15,Android,1,0,0,0
12030,45266,PE,11,iOS,1,0,0,0
12031,245550,CL,12,Web,0,0,0,0
12032,91367,CL,21,Web,0,0,1,0
12033,16903,BR,14,Android,1,0,0,0
12034,5000000,CN,22,Android,3,1,1,1
12035,39843,CL,17,Web,0,0,0,0
12036,7021,AR,19,Android,1,0,0,0
12037,21228,DE,20,Web,0,0,0,0
12038,16076,CL,12,Android,0,0,0,0
12039,63172,AR,11,Web,0,0,0,0
12040,90414,AR,15,iOS,0,0,0,0
12041,141279,MX,15,Android,0,0,0,0
12042,74397,CL,13,iOS,0,0,0,0
12043,32815,CL,17,Web,0,0,0,0
12044,103959,AR,12,Android,1,0,0,0
12045,4775,AR,21,Windows,1,0,0,0
12046,36158,PE,9,Android,1,0,0,0
12047,279685,RU,1,Windows,7,1,1,1
12048,67528,FR,14,Android,1,0,0,0
12049,31588,AR,19,Web,1,0,0,0
12050,15393,PE,16,iOS,1,0,0,0
12051,2659,CL,11,iOS,0,0,0,0
12052,162609,PE,17,Android,1,0,0,0
12053,55695,CO,17,Web,0,0,0,0
12054,72229,CO,11,Android,1,0,0,0
12055,80005,CO,15,Windows,0,0,0,0
12056,33716,CO,8,iOS,0,0,0,0
12057,1832,CL,9,Android,0,0,0,0
12058,78506,CL,11,Web,0,0,0,0
12059,2600,PE,11,iOS,1,0,0,0
12060,127536,CL,7,Web,0,1,0,0
12061,247029,BR,15,iOS,0,0,0,0
12062,18342,CL,15,Web,1,1,0,0
12063,13307,MX,19,Android,1,0,0,0
12064,38784,AR,7,Web,1,0,0,0
12065,56278,AR,17,iOS,0,0,0,0
12066,68602,BR,16,iOS,1,0,0,0
12067,49984,CL,21,Web,1,0,0,0
12068,7972,CL,17,Android,1,1,0,0
12069,15176,CL,22,Web,0,0,1,0
12070,191623,CO,16,Web,0,0,0,0
12071,10076,MX,20,iOS,0,0,0,0
12072,147050,NG,2,Web,5,1,1,1
12073,31904,CL,22,iOS,0,0,0,0
12074,13405,AR,22,Android,0,0,0,0
12075,31441,CL,11,iOS,0,0,0,0
12076,800000,CL,13,Android,0,0,0,0
12077,6245,AR,12,Web,0,0,1,0
12078,3561,PE,18,Web,1,0,0,0
12079,27895,PE,7,iOS,0,0,0,0
12080,129350,MX,7,Android,0,0,0,0
12081,167990,MX,10,Android,0,0,0,0
12082,61482,CL,21,Web,1,0,0,0
12083,147751,PE,22,Web,4,1,1,1
12084,18123,CL,22,iOS,0,0,0,0
12085,88286,FR,12,Web,1,0,0,0
12086,22311,CL,11,iOS,1,0,0,0
12087,20097,CL,12,Android,0,0,0,0
12088,2145,MX,15,iOS,0,0,0,0
12089,156584,US,8,Android,1,0,0,0
12090,39309,CL,17,Android,1,0,0,0
12091,260561,PE,19,Android,1,0,0,0
12092,28735,AR,9,Windows,0,0,0,0
12093,30475,CO,13,iOS,0,0,0,0
12094,613530,CL,16,Android,1,0,0,0
12095,4130,CL,13,Android,0,0,0,0
12096,6853,MX,15,Android,1,0,0,0
12097,29984,CL,20,Android,1,0,0,0
12098,7067,CL,22,Windows,0,0,0,0
12099,26856,CL,8,Web,0,0,0,0
12100,2165299,BG,0,Unknown,6,1,1,1
12101,55057,AR,20,Android,1,0,0,0
12102,47926,CL,20,Web,1,0,0,0
12103,17570,CL,21,Android,0,0,0,0
12104,21033,MX,17,Android,0,0,0,0
12105,20044,PE,20,iOS,0,0,0,0
12106,12851,PE,8,iOS,1,0,0,0
12107,8719,PE,11,iOS,1,0,0,0
12108,19469,AR,15,Web,0,0,0,0
12109,148412,MX,16,iOS,1,0,0,0
12110,150926,PE,9,Android,1,0,1,0
12111,84675,CL,17,Android,0,0,0,0
12112,88966,CL,19,iOS,0,1,0,0
12113,7304,ES,7,iOS,1,0,0,0
12114,15534,AR,19,iOS,0,0,0,0
12115,34614,CL,20,Web,0,0,0,0
12116,49964,AR,22,Web,1,0,0,0
12117,131853,CL,8,Web,0,0,0,0
12118,20403,BR,11,Android,1,0,0,0
12119,36678,MX,15,Web,1,0,0,0
12120,38767,US,11,iOS,1,0,0,0
12121,382052,BR,8,Android,1,0,1,0
12122,30458,AR,14,Web,1,0,0,0
12123,15125,BR,13,Android,1,0,1,0
12124,200978,BR,10,Web,0,0,1,0
12125,22643,AR,10,Web,1,0,0,0
12126,37863,US,17,Web,0,0,0,0
12127,5658,AR,11,iOS,0,0,0,0
12128,70223,BR,11,Android,0,0,0,0
12129,52217,CL,12,iOS,1,0,0,0
12130,28865,ES,12,iOS,1,0,0,0
12131,13605,BR,19,iOS,1,1,0,0
12132,30431,CL,22,iOS,0,0,0,0
12133,31113,CL,13,iOS,0,0,0,0
12134,7538,CL,8,Web,1,0,0,0
12135,8233,DE,13,iOS,1,0,0,0
12136,7257,US,17,Android,1,0,0,0
12137,2172,CL,10,Web,1,0,0,0
12138,20438,CL,20,iOS,0,0,0,0
12139,17548,AR,8,Android,1,0,0,0
12140,36115,ES,21,Web,1,0,0,0
12141,49489,AR,17,iOS,0,0,0,0
12142,402470,DE,19,iOS,0,0,0,0
12143,19799,MX,16,iOS,1,1,1,0
12144,2785,AR,14,iOS,1,0,0,0
12145,116737,PE,16,iOS,0,0,0,0
12146,33101,CL,15,Windows,0,0,0,0
12147,218389,AR,17,Android,1,0,0,0
12148,92024,CL,20,Web,0,0,0,0
12149,29365,PE,17,iOS,0,0,0,0
12150,19787,MX,21,iOS,0,0,0,0
12151,54142,PE,11,Windows,0,0,0,0
12152,3092,PE,18,Android,0,0,0,0
12153,37612,CL,22,Android,0,0,0,0
12154,102278,AR,21,Web,0,0,0,0
12155,26535,MX,15,iOS,0,0,1,0
12156,23934,CL,21,Web,1,0,0,0
12157,22120,CL,20,iOS,1,0,0,0
12158,305432,CL,7,iOS,0,0,0,0
12159,268318,CL,8,Web,1,0,0,0
12160,156715,CL,7,Android,1,0,0,0
12161,22124,MX,20,iOS,1,0,0,0
12162,418199,PE,19,iOS,0,0,0,0
12163,173268,BR,11,Web,1,1,0,0
12164,12507,CL,7,iOS,0,0,0,0
12165,43945,CL,21,Android,0,0,0,0
12166,93970,CL,7,Android,1,0,0,0
12167,75675,PE,14,Android,1,0,0,0
12168,62617,PE,12,Android,0,0,0,0
12169,237723,MX,14,Android,1,0,0,0
12170,199252,CO,1,Unknown,4,1,0,1
12171,15198,MX,15,Web,0,0,0,0
12172,29597,MX,15,iOS,0,0,0,0
12173,109459,US,15,Android,1,0,1,0
12174,30190,AR,18,Android,1,0,0,0
12175,79456,CO,10,Windows,0,1,0,0
12176,94211,RO,3,Unknown,8,1,1,1
12177,10581,CL,14,Android,1,0,0,0
12178,10473,CL,21,Web,1,0,0,0
12179,57037,ES,10,iOS,0,0,0,0
12180,14167,CL,7,iOS,1,0,0,0
12181,74239,AR,17,iOS,1,0,0,0
12182,30647,CO,15,Web,1,0,0,0
12183,7178,FR,11,iOS,1,0,0,0
12184,114480,CL,17,Windows,0,0,1,0
12185,38580,CO,7,iOS,1,1,0,0
12186,46166,PE,17,Android,0,0,0,0
12187,250586,FR,11,Web,1,1,0,0
12188,19389,AR,8,Android,1,0,0,0
12189,84847,CL,19,Android,1,0,0,0
12190,238573,AR,16,Android,1,1,0,0
12191,79858,CO,14,iOS,0,0,0,0
12192,308140,CL,19,iOS,0,0,0,0
12193,15109,CO,10,iOS,1,0,0,0
12194,4164,AR,14,Android,0,0,0,0
12195,1824,CO,18,Web,1,0,0,0
12196,11421,CL,10,Web,0,0,0,0
12197,18839,PE,18,iOS,1,0,0,0
12198,43129,CL,21,iOS,0,0,0,0
12199,23249,CL,18,Android,0,0,0,0
12200,30931,CL,19,iOS,1,0,0,0
12201,12392,CL,21,Android,1,0,0,0
12202,91069,CL,20,Android,1,0,0,0
12203,61725,PE,22,iOS,1,0,0,0
12204,33172,AR,18,iOS,0,1,0,0
12205,10059,AR,22,Windows,1,0,0,0
12206,35481,PE,11,iOS,1,0,0,0
12207,35634,AR,10,iOS,1,0,0,0
12208,218567,CL,9,iOS,1,0,0,0
12209,45687,CL,19,iOS,1,0,0,0
12210,53653,MX,12,iOS,1,0,0,0
12211,93557,DE,11,Windows,0,0,0,0
12212,14760,CL,19,Web,1,0,0,0
12213,242529,AR,13,Android,1,0,0,0
12214,11246,CL,18,Android,1,0,0,0
12215,31507,MX,8,iOS,0,0,0,0
12216,52729,CO,9,iOS,1,0,1,0
12217,44988,CL,9,iOS,0,1,0,0
12218,110665,MX,21,Web,0,0,0,0
12219,342753,AR,18,Web,0,1,0,0
12220,46701,AR,7,Android,0,0,0,0
12221,5579,CL,8,Android,1,0,0,0
12222,85565,AR,11,Android,1,0,0,0
12223,105444,BR,11,Windows,0,0,1,0
12224,74570,CL,21,iOS,1,0,0,0
12225,1153,AR,13,Windows,1,0,1,0
12226,37508,CL,14,Android,0,0,0,0
12227,24620,DE,11,Android,1,0,0,0
12228,56922,AR,22,Web,1,0,0,0
12229,10506,US,18,Android,1,0,0,0
12230,118418,CL,9,iOS,1,0,0,0
12231,60203,MX,22,Android,0,0,0,0
12232,27008,CL,19,Web,1,0,0,0
12233,5792,CL,19,iOS,0,0,0,0
12234,10580,CO,10,iOS,0,0,0,0
12235,5333,CL,11,iOS,1,0,0,0
12236,19873,CL,17,Android,1,0,0,0
12237,38775,MX,12,Android,0,0,0,0
12238,85655,AR,8,Android,0,0,0,0
12239,29161,BR,19,Web,1,0,0,0
12240,26533,CL,14,Android,1,0,0,0
12241,25652,PE,18,Android,1,0,1,0
12242,115660,CO,16,iOS,0,0,0,0
12243,52560,CL,21,Android,0,0,0,0
12244,73740,AR,16,Web,1,1,0,0
12245,97637,CO,19,iOS,1,0,0,0
12246,31109,MX,13,Android,0,0,1,0
12247,68811,PE,20,Android,0,0,0,0
12248,70947,CL,19,iOS,0,0,0,0
12249,40048,DE,15,Windows,1,0,0,0
12250,55033,BR,15,Android,0,0,0,0
12251,8559,AR,9,Web,1,0,0,0
12252,12910,CL,20,iOS,1,0,0,0
12253,683595,ES,0,Windows,5,1,0,1
12254,61218,CO,13,Android,1,0,0,0
12255,96524,CL,8,iOS,1,0,1,0
12256,28722,CL,11,Android,1,0,0,0
12257,60271,BR,22,Android,1,0,0,0
12258,13103,MX,15,iOS,0,0,0,0
12259,26050,AR,7,Android,0,0,0,0
12260,60065,AR,22,Android,0,1,0,0
12261,229768,US,20,Android,0,0,0,0
12262,5199,CL,11,Android,1,0,0,0
12263,78548,CL,18,Web,0,0,0,0
12264,8712,US,16,Android,0,0,0,0
12265,35233,MX,21,Android,0,0,0,0
12266,116026,CL,20,iOS,0,0,0,0
12267,35182,CL,15,iOS,1,0,0,0
12268,115587,CO,13,iOS,0,0,0,0
12269,87409,BR,16,Android,0,0,0,0
12270,62548,CL,15,Web,0,0,0,0
12271,14204,CL,21,iOS,0,0,0,0
12272,56454,CO,15,Web,1,0,0,0
12273,16793,CL,10,Web,0,0,0,0
12274,40132,MX,19,Android,0,0,0,0
12275,21623,MX,20,Web,1,0,0,0
12276,248571,CO,15,iOS,0,0,0,0
12277,20472,CL,20,iOS,0,0,0,0
12278,7690,MX,15,Android,1,0,0,0
12279,527090,DE,22,Web,0,0,0,0
12280,4547,PE,12,Android,0,1,0,0
12281,90179,CL,15,iOS,1,0,0,0
12282,14167,BR,18,iOS,0,1,0,0
12283,14789,CL,10,Windows,0,0,0,0
12284,34538,CL,9,iOS,0,0,0,0
12285,500,US,19,Web,1,0,0,0
12286,18935,MX,14,iOS,0,1,0,0
12287,76951,MX,11,Windows,0,1,0,0
12288,4765,CL,22,Web,1,0,1,0
12289,10725,CL,19,iOS,0,0,0,0
12290,60845,CL,20,Android,0,0,0,0
12291,148218,AR,21,iOS,0,0,0,0
12292,142147,AR,18,Web,1,0,0,0
12293,131386,MX,20,Android,1,0,0,0
12294,128501,CO,7,Android,1,0,1,0
12295,210931,CO,13,iOS,0,0,0,0
12296,2833,CL,18,Web,1,0,1,0
12297,377902,ES,16,Android,1,0,0,0
12298,6012,BR,22,iOS,1,0,0,0
12299,63650,CL,17,Android,1,0,0,0
12300,132074,CL,16,iOS,0,0,0,0
12301,27122,CL,22,Windows,1,0,0,0
12302,1618,FR,19,iOS,0,0,0,0
12303,435945,RU,23,Android,5,1,0,1
12304,12667,BR,17,Web,0,0,0,0
12305,223751,CL,8,Android,0,0,0,0
12306,18428,US,22,iOS,0,0,0,0
12307,63726,CO,1,Android,5,1,1,1
12308,89982,PE,9,iOS,0,0,0,0
12309,181239,CL,9,Android,1,0,0,0
12310,31366,AR,17,Web,1,0,0,0
12311,62449,CL,20,Web,1,0,1,0
12312,35561,AR,13,Web,1,0,0,0
12313,36687,FR,20,iOS,1,0,1,0
12314,49438,MX,13,iOS,0,0,0,0
12315,123360,MX,18,Windows,1,0,0,0
12316,11358,AR,7,Android,0,0,0,0
12317,65214,MX,20,Android,0,0,0,0
12318,31983,CL,12,Android,0,0,0,0
12319,41618,CO,7,Android,1,0,0,0
12320,13481,CL,22,Android,1,0,1,0
12321,53151,PE,9,Web,1,0,0,0
12322,100327,US,15,Android,1,0,0,0
12323,68922,CL,9,iOS,0,0,0,0
12324,40784,AR,7,Android,0,0,0,0
12325,109869,AR,21,iOS,0,0,0,0
12326,14772,ES,10,Web,0,0,0,0
12327,43362,AR,21,Web,1,0,0,0
12328,36409,CL,9,Android,0,0,0,0
12329,105645,CL,9,Android,0,1,0,0
12330,23487,CO,22,iOS,0,1,0,0
12331,11518,CL,15,Web,1,0,1,0
12332,57339,CL,18,Android,0,0,0,0
12333,19634,BR,7,Web,0,0,1,0
12334,751854,CL,1,Unknown,6,1,1,1
12335,24227,AR,13,iOS,1,0,0,0
12336,69343,BR,8,Android,1,1,0,0
12337,127456,BR,9,Android,1,0,0,0
12338,8349,MX,20,Web,0,0,0,0
12339,45323,CL,21,Android,1,0,0,0
12340,416701,MX,3,iOS,4,1,1,1
12341,9567,PE,14,iOS,0,0,0,0
12342,2120,MX,16,Android,1,0,0,0
12343,24148,CL,16,Web,1,0,0,0
12344,99534,CL,11,Android,0,0,0,0
12345,65685,BR,22,iOS,1,0,0,0
12346,12928,CL,18,iOS,0,0,1,0
12347,5070,AR,9,Web,1,0,0,0
12348,40024,CL,21,Web,0,0,1,0
12349,44146,MX,12,Android,1,0,0,0
12350,47518,ES,18,Android,0,0,0,0
12351,35952,CO,10,Android,1,0,0,0
12352,72373,CL,20,iOS,0,0,0,0
12353,96424,CL,7,Android,0,0,0,0
12354,190622,CL,10,Android,0,0,0,0
12355,39767,CL,9,Android,1,0,0,0
12356,313580,MX,12,Web,0,0,1,0
12357,6514,CL,13,Web,1,1,0,0
12358,6648,CL,18,Android,0,0,0,0
12359,52215,AR,19,iOS,1,0,1,0
12360,6621,CL,8,iOS,1,0,0,0
12361,23768,CL,20,Android,0,0,0,0
12362,121808,BR,22,Android,1,0,0,0
12363,167470,PE,20,Android,0,0,0,0
12364,21934,AR,13,Web,1,0,0,0
12365,81553,AR,20,Android,1,0,0,0
12366,56023,CL,15,iOS,0,0,0,0
12367,153541,AR,10,Web,0,0,0,0
12368,136993,CL,11,Web,1,0,0,0
12369,24159,AR,19,iOS,0,0,1,0
12370,6353,MX,9,iOS,1,0,0,0
12371,193120,PE,7,Android,1,0,0,0
12372,23744,PE,16,Android,0,1,0,0
12373,12261,AR,17,Android,1,0,1,0
12374,442315,CL,13,Android,1,0,0,0
12375,27500,AR,19,iOS,1,1,0,0
12376,131891,BR,8,iOS,0,0,0,0
12377,73055,CL,19,iOS,0,0,0,0
12378,23679,CL,11,Android,0,0,0,0
12379,31586,BR,20,Android,0,1,0,0
12380,44689,AR,8,iOS,1,0,0,0
12381,28092,CL,11,Web,0,0,1,0
12382,73475,PE,7,iOS,1,0,0,0
12383,63302,PE,15,Android,0,0,0,0
12384,79507,CL,14,Android,0,0,0,0
12385,9244,CL,10,iOS,0,0,0,0
12386,22756,BR,8,Windows,0,0,0,0
12387,46448,AR,13,Web,1,0,0,0
12388,242049,CL,14,iOS,1,0,0,0
12389,85269,CL,16,Web,0,0,0,0
12390,8519,CO,13,Web,1,0,0,0
12391,3407,CL,16,Web,1,0,0,0
12392,40141,CL,8,Web,1,1,0,0
12393,3691,CO,15,Android,0,0,0,0
12394,36731,ES,19,Windows,1,1,0,0
12395,33751,BR,8,Web,0,0,0,0
12396,4404,ES,10,Web,0,0,0,0
12397,12417,BR,16,iOS,1,0,0,0
12398,100499,PE,16,iOS,0,0,0,0
12399,5000000,MX,22,Android,6,1,1,1
12400,20392,CL,16,Android,0,0,0,0
12401,3624,CL,8,iOS,0,0,0,0
12402,219279,MX,18,iOS,0,0,0,0
12403,292416,NG,22,Android,8,1,1,1
12404,80166,PE,16,iOS,1,0,0,0
12405,301351,AR,20,iOS,1,0,0,0
12406,27733,CL,22,iOS,0,0,0,0
12407,8449,CL,17,Android,1,0,0,0
12408,1247243,NG,3,Android,4,1,1,1
12409,16109,US,17,Android,0,0,0,0
12410,65541,CO,18,Web,0,0,0,0
12411,38609,CL,11,Web,0,0,0,0
12412,800000,CL,18,Android,0,0,0,0
12413,240396,CL,12,iOS,0,0,0,0
12414,1704,CL,8,Web,1,0,0,0
12415,295262,AR,20,iOS,1,0,0,0
12416,109708,PE,7,Android,1,1,0,0
12417,43761,DE,22,iOS,1,0,0,0
12418,20935,CO,12,Android,1,0,1,0
12419,128103,AR,11,Web,0,0,0,0
12420,17759,CL,21,Web,0,0,0,0
12421,141656,CL,14,Android,0,0,0,0
12422,8078,AR,13,Web,0,0,0,0
12423,6884,PE,7,iOS,1,1,0,0
12424,4567,CL,14,Android,1,0,0,0
12425,96478,CL,9,iOS,1,0,0,0
12426,35520,CL,14,Web,0,0,0,0
12427,8806,PE,17,Web,1,0,0,0
12428,31260,US,20,Android,0,0,0,0
